INEX_LD-2010019	gallo roman architecture in paris	roman architecture	type
INEX_LD-2010019	gallo roman architecture in paris	architecture paris	none
INEX_LD-2010020	electricity source in France	electricity	attribute
INEX_LD-2010020	electricity source in France	source	type
INEX_LD-2010020	electricity source in France	france	attribute
INEX_LD-2010020	electricity source in France	electricity source	type
INEX_LD-2010020	electricity source in France	source france	none
INEX_LD-2010037	social network API	social	attribute
INEX_LD-2010037	social network API	network	attribute
INEX_LD-2010037	social network API	api	type
INEX_LD-2010037	social network API	social network	attribute
INEX_LD-2010037	social network API	network api	none
INEX_LD-2010043	List of films from the surrealist category	list	none
INEX_LD-2010043	List of films from the surrealist category	films	type
INEX_LD-2010043	List of films from the surrealist category	surrealist	attribute
INEX_LD-2010043	List of films from the surrealist category	category	none
INEX_LD-2010043	List of films from the surrealist category	list films	none
INEX_LD-2010043	List of films from the surrealist category	films surrealist	none
INEX_LD-2010043	List of films from the surrealist category	surrealist category	attribute
INEX_LD-2010057	Einstein Relativity theory	einstein	relation
INEX_LD-2010057	Einstein Relativity theory	relativity	attribute
INEX_LD-2010057	Einstein Relativity theory	theory	type
INEX_LD-2010057	Einstein Relativity theory	einstein relativity	none
INEX_LD-2010057	Einstein Relativity theory	relativity theory	entity
INEX_LD-2010069	summer flowers	summer	attribute
INEX_LD-2010069	summer flowers	flowers	type
INEX_LD-2010069	summer flowers	summer flowers	type
INEX_LD-2010100	house concrete wood	house	unsure
INEX_LD-2010100	house concrete wood	concrete	unsure
INEX_LD-2010100	house concrete wood	wood	unsure
INEX_LD-2010100	house concrete wood	house concrete	unsure
INEX_LD-2010100	house concrete wood	concrete wood	unsure
INEX_LD-2010106	organic food advantages disadvantages	organic	attribute
INEX_LD-2010106	organic food advantages disadvantages	food	attribute
INEX_LD-2010106	organic food advantages disadvantages	advantages	type
INEX_LD-2010106	organic food advantages disadvantages	disadvantages	type
INEX_LD-2010106	organic food advantages disadvantages	organic food	attribute
INEX_LD-2010106	organic food advantages disadvantages	food advantages	type
INEX_LD-2010106	organic food advantages disadvantages	advantages disadvantages	none
INEX_LD-2012301	Niagara falls origin lake	niagara	relation
INEX_LD-2012301	Niagara falls origin lake	falls	relation
INEX_LD-2012301	Niagara falls origin lake	origin	attribute
INEX_LD-2012301	Niagara falls origin lake	lake	type
INEX_LD-2012301	Niagara falls origin lake	niagara falls	relation
INEX_LD-2012301	Niagara falls origin lake	falls origin	none
INEX_LD-2012301	Niagara falls origin lake	origin lake	type
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	valley	entity
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	fever	entity
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	fungal	attribute
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	infection	type
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	san	entity
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	joaquin	entity
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	valley fever	entity
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	fever fungal	none
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	fungal infection	type
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	infection san	none
INEX_LD-2012303	 Valley fever fungal infection San Joaquin	san joaquin	entity
INEX_LD-2012305	North Dakota's lowest river of another colour	north	attribute
INEX_LD-2012305	North Dakota's lowest river of another colour	dakotas	attribute
INEX_LD-2012305	North Dakota's lowest river of another colour	lowest	attribute
INEX_LD-2012305	North Dakota's lowest river of another colour	river	type
INEX_LD-2012305	North Dakota's lowest river of another colour	colour	attribute
INEX_LD-2012305	North Dakota's lowest river of another colour	north dakotas	attribute
INEX_LD-2012305	North Dakota's lowest river of another colour	dakotas lowest	none
INEX_LD-2012305	North Dakota's lowest river of another colour	lowest river	type
INEX_LD-2012305	North Dakota's lowest river of another colour	river colour	attribute
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	july	attribute
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	1850	attribute
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	president	unsure
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	died	unsure
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	millard	relation
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	fillmore	relation
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	sworn	unsure
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	following	unsure
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	july 1850	attribute
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	1850 president	none
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	president died	unsure
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	died millard	unsure
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	millard fillmore	relation
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	fillmore sworn	unsure
INEX_LD-2012307	 July, 1850  president died Millard Fillmore sworn following day	sworn following	none
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	residents	type
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	small	unsure
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	island	unsure
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	city	unsure
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	state	unsure
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	malay	relation
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	peninsula	relation
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	chinese	unsure
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	residents small	none
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	small island	unsure
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	island city	unsure
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	city state	unsure
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	state malay	unsure
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	malay peninsula	relation
INEX_LD-2012309	residents small island city-state  Malay Peninsula Chinese	peninsula chinese	unsure
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	john	relation
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	lennon	relation
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	yoko	relation
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	ono	relation
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	album	type
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	starting	entity
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	john lennon	relation
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	lennon yoko	none
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	yoko ono	relation
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	ono album	type
INEX_LD-2012311	John Lennon Yoko Ono album Starting Over	album starting	none
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	john	entity
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	turturro	entity
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	1991	attribute
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	coen	relation
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	brothers	relation
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	film	type
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	john turturro	entity
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	turturro 1991	none
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	1991 coen	none
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	coen brothers	relation
INEX_LD-2012313	John Turturro 1991 Coen Brothers film	brothers film	none
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	baguio	unsure
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	quezon	unsure
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	city	unsure
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	manila	relation
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	official	attribute
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	independence	entity
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	1945	attribute
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	baguio quezon	unsure
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	quezon city	unsure
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	city manila	none
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	manila official	none
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	official independence	entity
INEX_LD-2012315	Baguio Quezon City  Manila official independence 1945	independence 1945	none
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	daggeroso	unsure
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	inclined	unsure
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	dagger	unsure
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	novel	type
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	sons	entity
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	lovers	entity
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	daggeroso inclined	none
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	inclined dagger	none
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	dagger novel	none
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	novel sons	none
INEX_LD-2012317	daggeroso inclined to use a dagger novel Sons and Lovers	sons lovers	entity
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	directed	unsure
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	bela	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	glen	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	glenda	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	bride	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	monster	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	plan	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	9	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	outer	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	space	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	directed bela	none
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	bela glen	none
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	glen glenda	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	glenda bride	none
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	bride monster	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	monster plan	none
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	plan 9	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	9 outer	relation
INEX_LD-2012318	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	outer space	relation
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	1994	attribute
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	short	attribute
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	story	attribute
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	collection	type
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	alice	relation
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	munro	relation
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	open	entity
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	1994 short	none
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	short story	unsure
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	story collection	type
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	collection alice	none
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	alice munro	relation
INEX_LD-2012319	 1994 short story collection Alice Munro is Open	munro open	unsure
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	asian	attribute
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	port	type
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	state	attribute
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	city	type
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	sir	none
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	stamford	relation
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	raffles	relation
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	asian port	type
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	port state	none
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	state city	type
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	city sir	none
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	sir stamford	unsure
INEX_LD-2012321	Asian port state-city Sir Stamford Raffles	stamford raffles	relation
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	large	attribute
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	glaciers	type
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	island	unsure
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	nation	unsure
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	langjokull	relation
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	hofsjokull	relation
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	vatnajokull	relation
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	large glaciers	type
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	glaciers island	unsure
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	island nation	unsure
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	nation langjokull	none
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	langjokull hofsjokull	none
INEX_LD-2012323	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	hofsjokull vatnajokull	none
INEX_LD-2012325	successor James G. Blaine studied law	successor	attribute
INEX_LD-2012325	successor James G. Blaine studied law	james	relation
INEX_LD-2012325	successor James G. Blaine studied law	g	relation
INEX_LD-2012325	successor James G. Blaine studied law	blaine	relation
INEX_LD-2012325	successor James G. Blaine studied law	studied	attribute
INEX_LD-2012325	successor James G. Blaine studied law	law	attribute
INEX_LD-2012325	successor James G. Blaine studied law	successor james	none
INEX_LD-2012325	successor James G. Blaine studied law	james g	relation
INEX_LD-2012325	successor James G. Blaine studied law	g blaine	relation
INEX_LD-2012325	successor James G. Blaine studied law	blaine studied	none
INEX_LD-2012325	successor James G. Blaine studied law	studied law	attribute
INEX_LD-2012327	Beloved author African-American Nobel Prize Literature	beloved	relation
INEX_LD-2012327	Beloved author African-American Nobel Prize Literature	author	type
